jobpostingID,title,avg_salary,skill,city,state,companyName,size,revenue,industry,sector
517,"Marketing Data Analyst Intern",-1,tableau,Wilmington,DE,"Agilent Technologies","10000+ Employees","$2 to $5 billion (USD)","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals"
518,"Data Analyst",-1,communication,Unknown,DE,"Greater New York Metropolitan Area Chapter",Unknown,"Less than $1 million (USD)",Unknown,Unknown
518,"Data Analyst",-1,excel,Unknown,DE,"Greater New York Metropolitan Area Chapter",Unknown,"Less than $1 million (USD)",Unknown,Unknown
518,"Data Analyst",-1,"power bi",Unknown,DE,"Greater New York Metropolitan Area Chapter",Unknown,"Less than $1 million (USD)",Unknown,Unknown
518,"Data Analyst",-1,problem-solving,Unknown,DE,"Greater New York Metropolitan Area Chapter",Unknown,"Less than $1 million (USD)",Unknown,Unknown
518,"Data Analyst",-1,tableau,Unknown,DE,"Greater New York Metropolitan Area Chapter",Unknown,"Less than $1 million (USD)",Unknown,Unknown
519,"Data Analyst",-1,Unknown,Newark,DE,Kforce,"10000+ Employees","$1 to $2 billion (USD)","IT Services","Information Technology"
520,"Reference Data, Asset Pricing & Reference Data, Analyst",56500,communication,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
520,"Reference Data, Asset Pricing & Reference Data, Analyst",56500,excel,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
520,"Reference Data, Asset Pricing & Reference Data, Analyst",56500,problem-solving,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
521,"2021 Consumer & Community Banking Data Science Full-Time Analyst Program - Focused Analytics Solutions Team (FAST)",62500," r ",Wilmington,DE,"J.P. Morgan","10000+ Employees","$10+ billion (USD)","Investment Banking & Asset Management",Finance
521,"2021 Consumer & Community Banking Data Science Full-Time Analyst Program - Focused Analytics Solutions Team (FAST)",62500,communication,Wilmington,DE,"J.P. Morgan","10000+ Employees","$10+ billion (USD)","Investment Banking & Asset Management",Finance
521,"2021 Consumer & Community Banking Data Science Full-Time Analyst Program - Focused Analytics Solutions Team (FAST)",62500,problem-solving,Wilmington,DE,"J.P. Morgan","10000+ Employees","$10+ billion (USD)","Investment Banking & Asset Management",Finance
521,"2021 Consumer & Community Banking Data Science Full-Time Analyst Program - Focused Analytics Solutions Team (FAST)",62500,python,Wilmington,DE,"J.P. Morgan","10000+ Employees","$10+ billion (USD)","Investment Banking & Asset Management",Finance
521,"2021 Consumer & Community Banking Data Science Full-Time Analyst Program - Focused Analytics Solutions Team (FAST)",62500,sql,Wilmington,DE,"J.P. Morgan","10000+ Employees","$10+ billion (USD)","Investment Banking & Asset Management",Finance
522,"Data Science Senior Analyst",124000,aws,Wilmington,DE,Barclays,"10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
522,"Data Science Senior Analyst",124000,communication,Wilmington,DE,Barclays,"10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
522,"Data Science Senior Analyst",124000,excel,Wilmington,DE,Barclays,"10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
522,"Data Science Senior Analyst",124000,python,Wilmington,DE,Barclays,"10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
522,"Data Science Senior Analyst",124000,sas,Wilmington,DE,Barclays,"10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
522,"Data Science Senior Analyst",124000,sql,Wilmington,DE,Barclays,"10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
522,"Data Science Senior Analyst",124000,tableau,Wilmington,DE,Barclays,"10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
523,"Reference Data, Index Pricing, Analyst",50000,excel,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
523,"Reference Data, Index Pricing, Analyst",50000,problem-solving,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
523,"Reference Data, Index Pricing, Analyst",50000,sql,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
524,"Reference Data, Asset Pricing, Analyst",50000,communication,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
524,"Reference Data, Asset Pricing, Analyst",50000,excel,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
524,"Reference Data, Asset Pricing, Analyst",50000,problem-solving,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
525,"2021 Consumer & Community Banking Data Science Full-Time Analyst Program - Focused Analytics Solutions Team (FAST)",58000," r ",Wilmington,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
525,"2021 Consumer & Community Banking Data Science Full-Time Analyst Program - Focused Analytics Solutions Team (FAST)",58000,communication,Wilmington,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
525,"2021 Consumer & Community Banking Data Science Full-Time Analyst Program - Focused Analytics Solutions Team (FAST)",58000,problem-solving,Wilmington,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
525,"2021 Consumer & Community Banking Data Science Full-Time Analyst Program - Focused Analytics Solutions Team (FAST)",58000,python,Wilmington,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
525,"2021 Consumer & Community Banking Data Science Full-Time Analyst Program - Focused Analytics Solutions Team (FAST)",58000,sql,Wilmington,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
526,"Data Analyst for Member Experience",69500,aws,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
526,"Data Analyst for Member Experience",69500,communication,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
526,"Data Analyst for Member Experience",69500,excel,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
526,"Data Analyst for Member Experience",69500,"power bi",Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
526,"Data Analyst for Member Experience",69500,powerpoint,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
526,"Data Analyst for Member Experience",69500,sas,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
526,"Data Analyst for Member Experience",69500,sql,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
527,"Reference Data, Index Pricing, Analyst",55500,excel,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
527,"Reference Data, Index Pricing, Analyst",55500,problem-solving,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
527,"Reference Data, Index Pricing, Analyst",55500,sql,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
528,"Data Analyst for Member Experience",54500,aws,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
528,"Data Analyst for Member Experience",54500,communication,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
528,"Data Analyst for Member Experience",54500,excel,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
528,"Data Analyst for Member Experience",54500,"power bi",Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
528,"Data Analyst for Member Experience",54500,powerpoint,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
528,"Data Analyst for Member Experience",54500,sas,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
528,"Data Analyst for Member Experience",54500,sql,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
529,"Senior Data Analyst",-1,communication,Newark,DE,"MBMS Medical Billing and Management Services",Unknown,Unknown,Unknown,Unknown
530,"Reference Data, Asset Pricing & Reference Data, Analyst",52000,communication,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
530,"Reference Data, Asset Pricing & Reference Data, Analyst",52000,excel,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
530,"Reference Data, Asset Pricing & Reference Data, Analyst",52000,problem-solving,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
531,"Data Management, Landscape Governance Program Analyst (Analyst)",52000,communication,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
531,"Data Management, Landscape Governance Program Analyst (Analyst)",52000,excel,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
531,"Data Management, Landscape Governance Program Analyst (Analyst)",52000,powerpoint,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
532,"Data Analyst - Library, Museums and Press",43500,communication,Newark,DE,"University of Delaware","1001 to 5000 Employees","$500 million to $1 billion (USD)","Colleges & Universities",Education
532,"Data Analyst - Library, Museums and Press",43500,excel,Newark,DE,"University of Delaware","1001 to 5000 Employees","$500 million to $1 billion (USD)","Colleges & Universities",Education
532,"Data Analyst - Library, Museums and Press",43500,"power bi",Newark,DE,"University of Delaware","1001 to 5000 Employees","$500 million to $1 billion (USD)","Colleges & Universities",Education
532,"Data Analyst - Library, Museums and Press",43500,problem-solving,Newark,DE,"University of Delaware","1001 to 5000 Employees","$500 million to $1 billion (USD)","Colleges & Universities",Education
532,"Data Analyst - Library, Museums and Press",43500,tableau,Newark,DE,"University of Delaware","1001 to 5000 Employees","$500 million to $1 billion (USD)","Colleges & Universities",Education
533,"Senior Business Data Analyst",80500,agile,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
533,"Senior Business Data Analyst",80500,aws,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
533,"Senior Business Data Analyst",80500,communication,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
533,"Senior Business Data Analyst",80500,excel,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
533,"Senior Business Data Analyst",80500,problem-solving,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
534,"Senior Business Data Analyst",69000,agile,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
534,"Senior Business Data Analyst",69000,aws,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
534,"Senior Business Data Analyst",69000,communication,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
534,"Senior Business Data Analyst",69000,excel,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
534,"Senior Business Data Analyst",69000,problem-solving,Wilmington,DE,"AAA Club Alliance",Unknown,Unknown,Unknown,Unknown
535,"Data Analyst - Library University of Delaware",43500,communication,Newark,DE,"University of Delaware","1001 to 5000 Employees","$500 million to $1 billion (USD)","Colleges & Universities",Education
535,"Data Analyst - Library University of Delaware",43500,excel,Newark,DE,"University of Delaware","1001 to 5000 Employees","$500 million to $1 billion (USD)","Colleges & Universities",Education
535,"Data Analyst - Library University of Delaware",43500,"power bi",Newark,DE,"University of Delaware","1001 to 5000 Employees","$500 million to $1 billion (USD)","Colleges & Universities",Education
535,"Data Analyst - Library University of Delaware",43500,problem-solving,Newark,DE,"University of Delaware","1001 to 5000 Employees","$500 million to $1 billion (USD)","Colleges & Universities",Education
535,"Data Analyst - Library University of Delaware",43500,tableau,Newark,DE,"University of Delaware","1001 to 5000 Employees","$500 million to $1 billion (USD)","Colleges & Universities",Education
536,"Information Security Analyst - Data Warehousing / Data Ecosystems",99500,Unknown,Wilmington,DE,"J.P. Morgan","10000+ Employees","$10+ billion (USD)","Investment Banking & Asset Management",Finance
537,"Data Management, Landscape Governance Program Analyst (Analyst)",54500,communication,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
537,"Data Management, Landscape Governance Program Analyst (Analyst)",54500,excel,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
537,"Data Management, Landscape Governance Program Analyst (Analyst)",54500,powerpoint,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
538,"Information Security Analyst - Data Warehousing / Data Ecosystems",89000,Unknown,Wilmington,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
539,"Reference Data Operations, Pricing Operations, Analyst",41000,excel,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
539,"Reference Data Operations, Pricing Operations, Analyst",41000,problem-solving,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
539,"Reference Data Operations, Pricing Operations, Analyst",41000,sql,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
540,"Reference Data Operations, Pricing Operations, Analyst",49000,excel,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
540,"Reference Data Operations, Pricing Operations, Analyst",49000,problem-solving,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
540,"Reference Data Operations, Pricing Operations, Analyst",49000,sql,Newark,DE,"JPMorgan Chase Bank, N.A.","10000+ Employees","$10+ billion (USD)","Banks & Credit Unions",Finance
541,"Healthcare Data Analyst",54500,aws,"West Palm Beach",FL,"Palm Beach ACO, LLC","51 to 200 Employees","$50 to $100 million (USD)","Health Care Services & Hospitals","Health Care"
541,"Healthcare Data Analyst",54500,communication,"West Palm Beach",FL,"Palm Beach ACO, LLC","51 to 200 Employees","$50 to $100 million (USD)","Health Care Services & Hospitals","Health Care"
541,"Healthcare Data Analyst",54500,excel,"West Palm Beach",FL,"Palm Beach ACO, LLC","51 to 200 Employees","$50 to $100 million (USD)","Health Care Services & Hospitals","Health Care"
541,"Healthcare Data Analyst",54500,powerpoint,"West Palm Beach",FL,"Palm Beach ACO, LLC","51 to 200 Employees","$50 to $100 million (USD)","Health Care Services & Hospitals","Health Care"
541,"Healthcare Data Analyst",54500,problem-solving,"West Palm Beach",FL,"Palm Beach ACO, LLC","51 to 200 Employees","$50 to $100 million (USD)","Health Care Services & Hospitals","Health Care"
541,"Healthcare Data Analyst",54500,sql,"West Palm Beach",FL,"Palm Beach ACO, LLC","51 to 200 Employees","$50 to $100 million (USD)","Health Care Services & Hospitals","Health Care"
542,"Data Analyst",51000,communication,"Boca Raton",FL,"NCCI Holdings","501 to 1000 Employees","$50 to $100 million (USD)","Insurance Carriers",Insurance
542,"Data Analyst",51000,excel,"Boca Raton",FL,"NCCI Holdings","501 to 1000 Employees","$50 to $100 million (USD)","Insurance Carriers",Insurance
543,"Data Analyst",51000,Unknown,"Boca Raton",FL,"NCCI Holdings","501 to 1000 Employees","$50 to $100 million (USD)","Insurance Carriers",Insurance
544,"Workforce Data Analyst",46500,communication,"Daytona Beach",FL,"Career Steps, Inc","51 to 200 Employees","$50 to $100 million (USD)","Education Training Services",Education
544,"Workforce Data Analyst",46500,excel,"Daytona Beach",FL,"Career Steps, Inc","51 to 200 Employees","$50 to $100 million (USD)","Education Training Services",Education
544,"Workforce Data Analyst",46500,"power bi","Daytona Beach",FL,"Career Steps, Inc","51 to 200 Employees","$50 to $100 million (USD)","Education Training Services",Education
544,"Workforce Data Analyst",46500,problem-solving,"Daytona Beach",FL,"Career Steps, Inc","51 to 200 Employees","$50 to $100 million (USD)","Education Training Services",Education
545,"Operations Strategic Data Analyst - Healthcare",73000,excel,"Lake Mary",FL,Healthfirst,"1001 to 5000 Employees",Unknown,"Insurance Carriers",Insurance
545,"Operations Strategic Data Analyst - Healthcare",73000,python,"Lake Mary",FL,Healthfirst,"1001 to 5000 Employees",Unknown,"Insurance Carriers",Insurance
545,"Operations Strategic Data Analyst - Healthcare",73000,sas,"Lake Mary",FL,Healthfirst,"1001 to 5000 Employees",Unknown,"Insurance Carriers",Insurance
545,"Operations Strategic Data Analyst - Healthcare",73000,sql,"Lake Mary",FL,Healthfirst,"1001 to 5000 Employees",Unknown,"Insurance Carriers",Insurance
545,"Operations Strategic Data Analyst - Healthcare",73000,tableau,"Lake Mary",FL,Healthfirst,"1001 to 5000 Employees",Unknown,"Insurance Carriers",Insurance
546,"Data Support Analyst",-1,communication,Miami,FL,"General Asphalt","51 to 200 Employees","$100 to $500 million (USD)",Unknown,Unknown
546,"Data Support Analyst",-1,excel,Miami,FL,"General Asphalt","51 to 200 Employees","$100 to $500 million (USD)",Unknown,Unknown
547,"Data Analyst",-1,communication,Miami,FL,Strata.ai,Unknown,Unknown,Unknown,Unknown
547,"Data Analyst",-1,excel,Miami,FL,Strata.ai,Unknown,Unknown,Unknown,Unknown
548,"Associate Data Analyst",-1,communication,Jacksonville,FL,"Southeast Toyota Distributors","501 to 1000 Employees",Unknown,"Vehicle Dealers",Retail
548,"Associate Data Analyst",-1,excel,Jacksonville,FL,"Southeast Toyota Distributors","501 to 1000 Employees",Unknown,"Vehicle Dealers",Retail
548,"Associate Data Analyst",-1,"power bi",Jacksonville,FL,"Southeast Toyota Distributors","501 to 1000 Employees",Unknown,"Vehicle Dealers",Retail
548,"Associate Data Analyst",-1,problem-solving,Jacksonville,FL,"Southeast Toyota Distributors","501 to 1000 Employees",Unknown,"Vehicle Dealers",Retail
548,"Associate Data Analyst",-1,sql,Jacksonville,FL,"Southeast Toyota Distributors","501 to 1000 Employees",Unknown,"Vehicle Dealers",Retail
548,"Associate Data Analyst",-1,tableau,Jacksonville,FL,"Southeast Toyota Distributors","501 to 1000 Employees",Unknown,"Vehicle Dealers",Retail
549,"Sr. Programmer Analyst - Meter Data Management",-1,aws,Orlando,FL,"OUC - The Reliable One",Unknown,Unknown,Unknown,Unknown
549,"Sr. Programmer Analyst - Meter Data Management",-1,excel,Orlando,FL,"OUC - The Reliable One",Unknown,Unknown,Unknown,Unknown
549,"Sr. Programmer Analyst - Meter Data Management",-1,java,Orlando,FL,"OUC - The Reliable One",Unknown,Unknown,Unknown,Unknown
549,"Sr. Programmer Analyst - Meter Data Management",-1,oracle,Orlando,FL,"OUC - The Reliable One",Unknown,Unknown,Unknown,Unknown
549,"Sr. Programmer Analyst - Meter Data Management",-1,sas,Orlando,FL,"OUC - The Reliable One",Unknown,Unknown,Unknown,Unknown
549,"Sr. Programmer Analyst - Meter Data Management",-1,sql,Orlando,FL,"OUC - The Reliable One",Unknown,Unknown,Unknown,Unknown
550,"Marketing Data Analyst",43000,communication,Tampa,FL,BenefitHub,"51 to 200 Employees","Less than $1 million (USD)",Unknown,Unknown
550,"Marketing Data Analyst",43000,excel,Tampa,FL,BenefitHub,"51 to 200 Employees","Less than $1 million (USD)",Unknown,Unknown
550,"Marketing Data Analyst",43000,sas,Tampa,FL,BenefitHub,"51 to 200 Employees","Less than $1 million (USD)",Unknown,Unknown
550,"Marketing Data Analyst",43000,sql,Tampa,FL,BenefitHub,"51 to 200 Employees","Less than $1 million (USD)",Unknown,Unknown
551,"Data Analyst",-1,communication,Doral,FL,"Healthcare Retroactive Audits, Inc","1 to 50 Employees","$1 to $5 million (USD)","Health Care Services & Hospitals","Health Care"
551,"Data Analyst",-1,sql,Doral,FL,"Healthcare Retroactive Audits, Inc","1 to 50 Employees","$1 to $5 million (USD)","Health Care Services & Hospitals","Health Care"
552,"Data Analyst",-1,communication,Doral,FL,"Elite flowers",Unknown,"Less than $1 million (USD)",Unknown,Unknown
552,"Data Analyst",-1,excel,Doral,FL,"Elite flowers",Unknown,"Less than $1 million (USD)",Unknown,Unknown
552,"Data Analyst",-1,java,Doral,FL,"Elite flowers",Unknown,"Less than $1 million (USD)",Unknown,Unknown
552,"Data Analyst",-1,sql,Doral,FL,"Elite flowers",Unknown,"Less than $1 million (USD)",Unknown,Unknown
553,"Financial / Data Analyst",46500,excel,Orlando,FL,Fattmerchant,"51 to 200 Employees","$1 to $5 million (USD)","Financial Transaction Processing",Finance
553,"Financial / Data Analyst",46500,sql,Orlando,FL,Fattmerchant,"51 to 200 Employees","$1 to $5 million (USD)","Financial Transaction Processing",Finance
554,"Data Analyst - Inventory Strategy",67500,communication,"Coconut Grove",FL,Watsco,"5001 to 10000 Employees","$2 to $5 billion (USD)",Wholesale,"Business Services"
554,"Data Analyst - Inventory Strategy",67500,excel,"Coconut Grove",FL,Watsco,"5001 to 10000 Employees","$2 to $5 billion (USD)",Wholesale,"Business Services"
554,"Data Analyst - Inventory Strategy",67500,sql,"Coconut Grove",FL,Watsco,"5001 to 10000 Employees","$2 to $5 billion (USD)",Wholesale,"Business Services"
555,"Data Analyst I",-1,communication,Tampa,FL,"Varite Inc","51 to 200 Employees","$10 to $25 million (USD)","IT Services","Information Technology"
555,"Data Analyst I",-1,excel,Tampa,FL,"Varite Inc","51 to 200 Employees","$10 to $25 million (USD)","IT Services","Information Technology"
555,"Data Analyst I",-1,powerpoint,Tampa,FL,"Varite Inc","51 to 200 Employees","$10 to $25 million (USD)","IT Services","Information Technology"
555,"Data Analyst I",-1,problem-solving,Tampa,FL,"Varite Inc","51 to 200 Employees","$10 to $25 million (USD)","IT Services","Information Technology"
555,"Data Analyst I",-1,tableau,Tampa,FL,"Varite Inc","51 to 200 Employees","$10 to $25 million (USD)","IT Services","Information Technology"
556,"Data Analyst - University Graduate",-1,communication,Melbourne,FL,PayPal,Unknown,Unknown,Unknown,Unknown
556,"Data Analyst - University Graduate",-1,excel,Melbourne,FL,PayPal,Unknown,Unknown,Unknown,Unknown
556,"Data Analyst - University Graduate",-1,java,Melbourne,FL,PayPal,Unknown,Unknown,Unknown,Unknown
556,"Data Analyst - University Graduate",-1,oracle,Melbourne,FL,PayPal,Unknown,Unknown,Unknown,Unknown
556,"Data Analyst - University Graduate",-1,python,Melbourne,FL,PayPal,Unknown,Unknown,Unknown,Unknown
556,"Data Analyst - University Graduate",-1,sql,Melbourne,FL,PayPal,Unknown,Unknown,Unknown,Unknown
556,"Data Analyst - University Graduate",-1,tableau,Melbourne,FL,PayPal,Unknown,Unknown,Unknown,Unknown
557,"Data Analyst",-1,communication,Tallahassee,FL,"Healthy Start MomCare Network, Inc.",Unknown,Unknown,Unknown,Unknown
557,"Data Analyst",-1,excel,Tallahassee,FL,"Healthy Start MomCare Network, Inc.",Unknown,Unknown,Unknown,Unknown
557,"Data Analyst",-1,problem-solving,Tallahassee,FL,"Healthy Start MomCare Network, Inc.",Unknown,Unknown,Unknown,Unknown
557,"Data Analyst",-1,sql,Tallahassee,FL,"Healthy Start MomCare Network, Inc.",Unknown,Unknown,Unknown,Unknown
558,"Marketing Data Analyst Intern",-1,communication,"Palm Beach Gardens",FL,OTIS,"10000+ Employees","$10+ billion (USD)","Transportation Equipment Manufacturing",Manufacturing
558,"Marketing Data Analyst Intern",-1,excel,"Palm Beach Gardens",FL,OTIS,"10000+ Employees","$10+ billion (USD)","Transportation Equipment Manufacturing",Manufacturing
558,"Marketing Data Analyst Intern",-1,"power bi","Palm Beach Gardens",FL,OTIS,"10000+ Employees","$10+ billion (USD)","Transportation Equipment Manufacturing",Manufacturing
558,"Marketing Data Analyst Intern",-1,powerpoint,"Palm Beach Gardens",FL,OTIS,"10000+ Employees","$10+ billion (USD)","Transportation Equipment Manufacturing",Manufacturing
559,"Associate Data Analyst",84500,communication,Jacksonville,FL,"JM Family","1001 to 5000 Employees","$10 to $25 million (USD)","Vehicle Dealers",Retail
559,"Associate Data Analyst",84500,excel,Jacksonville,FL,"JM Family","1001 to 5000 Employees","$10 to $25 million (USD)","Vehicle Dealers",Retail
559,"Associate Data Analyst",84500,"power bi",Jacksonville,FL,"JM Family","1001 to 5000 Employees","$10 to $25 million (USD)","Vehicle Dealers",Retail
559,"Associate Data Analyst",84500,problem-solving,Jacksonville,FL,"JM Family","1001 to 5000 Employees","$10 to $25 million (USD)","Vehicle Dealers",Retail
559,"Associate Data Analyst",84500,sql,Jacksonville,FL,"JM Family","1001 to 5000 Employees","$10 to $25 million (USD)","Vehicle Dealers",Retail
559,"Associate Data Analyst",84500,tableau,Jacksonville,FL,"JM Family","1001 to 5000 Employees","$10 to $25 million (USD)","Vehicle Dealers",Retail
560,"Data Analyst",60000,communication,Jacksonville,FL,"UF Jacksonville","1001 to 5000 Employees","$1 to $2 billion (USD)","Health Care Services & Hospitals","Health Care"
560,"Data Analyst",60000,excel,Jacksonville,FL,"UF Jacksonville","1001 to 5000 Employees","$1 to $2 billion (USD)","Health Care Services & Hospitals","Health Care"
560,"Data Analyst",60000,problem-solving,Jacksonville,FL,"UF Jacksonville","1001 to 5000 Employees","$1 to $2 billion (USD)","Health Care Services & Hospitals","Health Care"
561,"Data Analyst",-1,sas,Tampa,FL,"Corevance Inc","1 to 50 Employees","$1 to $5 million (USD)","Staffing & Outsourcing","Business Services"
561,"Data Analyst",-1,sql,Tampa,FL,"Corevance Inc","1 to 50 Employees","$1 to $5 million (USD)","Staffing & Outsourcing","Business Services"
561,"Data Analyst",-1,tableau,Tampa,FL,"Corevance Inc","1 to 50 Employees","$1 to $5 million (USD)","Staffing & Outsourcing","Business Services"
562,"Strategic Data Analyst",59500,agile,Jacksonville,FL,Beeline,"201 to 500 Employees","$100 to $500 million (USD)","Computer Hardware & Software","Information Technology"
562,"Strategic Data Analyst",59500,communication,Jacksonville,FL,Beeline,"201 to 500 Employees","$100 to $500 million (USD)","Computer Hardware & Software","Information Technology"
562,"Strategic Data Analyst",59500,excel,Jacksonville,FL,Beeline,"201 to 500 Employees","$100 to $500 million (USD)","Computer Hardware & Software","Information Technology"
562,"Strategic Data Analyst",59500,"power bi",Jacksonville,FL,Beeline,"201 to 500 Employees","$100 to $500 million (USD)","Computer Hardware & Software","Information Technology"
562,"Strategic Data Analyst",59500,powerpoint,Jacksonville,FL,Beeline,"201 to 500 Employees","$100 to $500 million (USD)","Computer Hardware & Software","Information Technology"
562,"Strategic Data Analyst",59500,problem-solving,Jacksonville,FL,Beeline,"201 to 500 Employees","$100 to $500 million (USD)","Computer Hardware & Software","Information Technology"
562,"Strategic Data Analyst",59500,sql,Jacksonville,FL,Beeline,"201 to 500 Employees","$100 to $500 million (USD)","Computer Hardware & Software","Information Technology"
562,"Strategic Data Analyst",59500,tableau,Jacksonville,FL,Beeline,"201 to 500 Employees","$100 to $500 million (USD)","Computer Hardware & Software","Information Technology"
563,"Data Analyst",-1,communication,Jacksonville,FL,"SNI Technology","201 to 500 Employees",Unknown,"Staffing & Outsourcing","Business Services"
563,"Data Analyst",-1,"power bi",Jacksonville,FL,"SNI Technology","201 to 500 Employees",Unknown,"Staffing & Outsourcing","Business Services"
