Indiana University Health,7,11,42,3.7
Indigo,5,1,5,2.9
IndyGo,4,4,40,3.0
Indygo,4,4,40,3.0
Informatics Group,1,3,43,4.6
Infosys Limited,7,12,43,3.3
Infotree Service Inc,2,2,19,3.7
Infuzion Solutions,8,13,102,
Ingenium Group LLC,2,13,93,4.4
Inovalon,5,8,43,2.7
Insight Global,5,9,14,3.9
Institute for Medical Research,1,2,42,2.0
Institutional Shareholder Services,3,6,38,3.4
IntePros,3,6,17,4.2
Integrate Delivery INC,3,1,42,5.0
Integrated Statistics,2,3,27,5.0
"Integration Innovation, Inc.",2,5,3,4.1
Integris Health,6,1,42,2.9
Integrity EPC,8,13,102,
Intelligent Waves LLC,3,13,44,4.0
Intercontinental Capital Group,5,13,35,2.6
"International Cruise & Excursions, Inc. (ICE)",5,8,101,3.0
International Financial Group (IFG),1,1,102,
International Paper,7,12,51,3.7
Interstate Companies Inc,5,8,22,2.3
Interstate Restoration,3,7,23,3.8
IntraEdge,4,6,43,3.8
Intrado,6,10,44,3.6
Intrepid,2,6,3,4.3
Intuit - Data,6,11,46,4.3
Intuitive,2,1,102,3.2
Intuitive Research and Technology Corporation,8,13,102,4.4
Intuitive Research and Technology Corporation,3,7,3,4.4
Intuitive Surgical,6,10,56,4.6
InvenTech Info,3,2,43,4.8
Iowa Healthcare Collaborative,1,1,102,2.5
Iowa State University,6,8,32,4.3
Iowa Total Care,7,12,48,3.5
Iredell Memorial Hospital,5,7,42,3.4
Iridium,2,7,23,2.4
Iridium Satellite,3,7,89,3.4
"Ishpi Information Technologies, Inc",3,6,43,3.5
Island Insurance Companies,1,1,48,2.7
Ivy Funds,5,1,35,3.1
"J Harlan Group, LLC",1,1,102,
"J. Knipper and Company, Inc.",4,7,19,3.0
J.P. Morgan,7,12,35,4.0
JM Family,5,4,82,4.1
JM&A Group,4,13,35,3.8
JMA,8,1,102,5.0
JP Ecommerce Inc / Bare Home,1,1,84,1.0
"JPMorgan Chase Bank, N.A.",7,12,35,4.0
"JPMorgan Chase Bank, N.A.",7,12,36,3.8
JYG Innovations,1,2,102,3.9
Jackson Family Wines,5,7,50,3.8
Janus Henderson,5,1,102,4.1
"Jefferies & Company, Inc.",5,10,35,3.7
JellySmack,2,1,102,3.1
Jellyfish Group Ltd,2,13,63,3.6
JetBlue Airways Corporation,7,11,93,4.0
Job Juncture,5,1,14,4.7
John A Warekois CPA LLC,8,13,102,
Johns Hopkins University,7,10,32,4.2
Johns Hopkins University Applied Physics Laboratory,6,9,3,4.6
Johnson & Wales University,5,7,32,4.0
Johnson Controls,7,12,51,3.3
Johnstone Supply,3,10,21,3.6
Juniper,1,1,102,3.8
KBR,7,11,68,3.7
KGS Technology Group Inc,2,2,43,3.8
KLA,6,10,51,3.8
KLDiscovery,5,7,43,3.7
KRG Technologies,4,6,43,4.7
KT&G USA Corporation,5,12,54,2.5
KW Engineering,2,3,71,4.9
Kairos Technologies,2,3,43,4.0
Kaiser Permanente,7,12,42,4.0
Kalamazoo Family Health Center,2,13,42,2.3
Kaligia Biosciences,1,1,102,2.6
Kalispell Regional Healthcare,8,13,102,3.0
Kalispell Regional Healthcare,5,1,42,3.0
Kar Global,7,10,21,3.1
Keefe Group,1,2,54,2.5
"Keen360, Inc.",1,1,102,5.0
Kelly,6,11,14,3.4
Kemper,6,10,48,4.3
Kenwood Dealer Group,4,1,1,
KesarWeb,1,1,102,
Keurig Dr Pepper,7,12,50,3.3
Keyot,3,4,17,4.0
Keypath Education,3,13,32,4.4
Kforce,7,9,43,4.0
Kiddom,1,13,29,3.3
Kiewit Corporation,7,12,23,3.8
King Show Games,2,1,61,3.1
King University,5,1,32,4.4
"Kingdomware Technologies, Inc.",8,13,102,
Kingland Systems,3,5,46,3.8
Kiss Products,4,7,54,2.5
Kiva.org,2,13,34,4.2
KnippeRx Inc.,8,13,102,
Knowledgent,1,6,17,3.2
Koch Industries,7,12,70,3.8
Koch Supply and Trading,8,13,102,
Koch Supply and Trading,7,12,70,3.8
Konami Gaming,3,7,51,2.6
"Koniag, Inc.",4,7,17,3.4
Konica Minolta Business Solutions,6,12,44,3.1
Kraft Heinz Company,7,12,50,3.3
L&T Infotech,7,13,43,3.6
LA Healthcare Connections,4,1,102,4.4
LCI,1,1,54,2.4
LCI,2,4,43,3.3
LCMC Health,6,13,42,3.5
LDSS,8,1,102,
"LINKALL Construction Management, Inc.",8,13,102,
LMI,3,13,46,4.3
LMI,5,7,67,3.7
LMI,5,7,17,4.3
LOCKHEED MARTIN CORPORATION,7,12,3,3.9
LPL Financial,5,10,35,3.6
LSC Communications,7,10,62,2.9
LSI Consulting,2,2,17,4.7
LSINC Corporation,2,4,16,3.8
LSU,7,9,32,4.0
LabCorp,7,11,15,3.3
Laboratory of Cognition and Emotion,8,13,102,
Langan Engineering and Environmental Services,5,7,16,4.2
"Latitude, Inc.",1,2,17,3.8
Lawrence Memorial Hospital,5,7,42,3.3
League of Minnesota Cities,3,1,39,4.7
Legacy Supply Chain,5,13,93,3.3
Leidos,7,12,3,3.7
Lendeavor,2,13,34,3.7
Leonardo DRS,6,9,3,3.6
LexisNexis Legal & Professional,7,10,17,3.9
LexisNexis Risk Solutions,5,10,17,3.6
Liberty,4,7,84,3.2
Liberty Healthcare Corporation,5,13,42,4.4
Liberty Mutual Insurance,7,12,48,3.5
Liberty Personnel Services,1,2,14,4.3
Life.Church,4,13,66,5.0
LifeBridge Health,7,9,42,3.1
LifeWorks NW,4,5,42,2.8
Lifespan,1,1,67,2.3
Lilt,2,13,45,3.6
Lincare,7,9,42,2.2
Lincare Holdings,7,9,42,2.2
Lincoln Financial,7,12,48,3.5
Links Technology Solutions Inc,2,4,19,4.2
Lionbridge,6,8,43,3.4
Livingston International,5,8,95,4.0
Lobby CRE,1,1,102,
"LockerDome, Inc.",2,13,45,3.6
Lockheed Martin,7,12,3,3.9
"Lockton, Inc.",6,9,47,4.0
Locus Biosciences,1,1,102,
Lodestone,3,13,45,4.4
Logicalis,5,9,43,3.4
Logistics Management Institute,5,7,17,4.3
Logitech,5,10,46,4.0
LogixHealth,2,3,42,2.7
Lorven Technologies Inc,1,1,2,4.2
"Loss Prevention Services, LLC",2,2,18,2.2
"Loss Prevention Services, LLC",8,13,102,2.2
Lotame,2,7,19,4.0
Louisiana State University,7,9,32,4.0
Louisiana-Pacific Corporation,5,9,57,3.1
Louisiana-Pacific Corporation,7,12,54,4.1
Lumen,7,12,44,3.2
Luttrell Staffing Group,5,1,14,4.2
Lynker Technologies,2,4,44,3.6
Lynker Technologies LLC,2,4,44,3.6
M R,2,4,17,2.8
M. A. Mortenson Company,5,10,23,4.1
M1 Support Services,2,3,102,3.9
MAXIMUS,7,10,14,3.2
MBMS Medical Billing and Management Services,8,13,102,
MDSL,4,7,44,3.3
MDW Associates,1,1,102,5.0
MEDSTAR HEALTH,7,10,42,3.8
MESSA,3,9,48,4.0
MHC Healthcare,4,6,42,2.4
MIRACORP,2,3,17,4.8
MITRE,6,9,40,3.4
"MKS Instruments, Inc.",5,9,51,2.8
MLWIZ Team,1,1,102,
MP Materials,2,1,65,1.0
MSAG,3,5,17,4.5
MSC Industrial Supply,6,10,21,3.2
MT Global US INC.,1,1,102,
MTD Products Inc,6,13,54,3.4
MTSI,5,7,3,4.7
MUFG,7,12,36,3.1
Mable,1,1,102,5.0
Mackin,2,13,14,3.7
Macquarie Group,7,11,35,3.7
Madonna Rehabilitation Hospital,5,7,42,3.7
Maersk Group,7,10,97,3.9
Maestro Health,3,13,44,3.7
Magellan Health,7,11,42,3.2
Maine Medical Center,5,9,42,3.6
Maine Medical Partners,3,5,42,3.1
Maine Medical Partners,5,9,42,3.6
Maine Pointe,2,6,17,4.5
MaineHealth,7,9,42,3.8
Make-A-Wish Foundation of America,5,7,67,3.8
Manmade Creative Inc,8,13,102,
Margaret Mary Health,3,1,42,4.6
Mars,7,12,50,4.0
Marsh & McLennan Companies,7,12,47,3.6
Marsh and McLennan,4,12,59,3.7
Martin Brower,7,12,21,3.4
Martin Ventures,3,1,102,3.0
Maryhaven Inc,5,6,40,3.1
Marys Center For Maternal and Child Care,4,6,42,3.3
Maschmeyer Concrete,3,6,65,4.0
Masco,7,11,54,3.8
Massachusetts General Hospital,7,10,42,4.1
Massachusetts General Hospital(MGH),7,10,42,4.1
Mastech,1,1,102,
Match,5,13,45,3.8
Match Group,5,7,19,2.8
Material Handling Systems Inc,5,13,51,3.3
Matheny Medical and Educational Center,4,5,42,3.4
Mayato,2,13,43,2.9
McAfee,6,12,46,3.6
McFadden-Dale Hardware,8,13,102,
McGraw Hill,5,9,30,3.5
McLeod Health,6,7,42,3.7
McLeod Software,3,4,93,4.2
MealPal,2,13,45,2.7
MedStar Health,7,10,42,3.8
MedStar Washington Hospital Center,6,13,42,3.4
Medical Home Network,8,1,102,
Medical University of South Carolina,6,8,42,3.8
Medidata Solutions,5,8,44,4.4
Medstar Georgetown University Hospital,5,7,42,3.6
Medtronic,7,12,12,3.8
Meijer,7,12,86,3.3
Memphis Area Transit Authority,3,6,102,3.2
Merck,7,12,12,4.0
Mercy Health Services,5,7,42,3.7
"Merit Advisors, LLC",1,1,69,4.0
Methodist Hospitals,5,7,42,3.5
MetroNet,5,13,89,4.4
Michael Baker International,5,9,16,3.5
Mid-Atlantic Permanente Medical Group PC,7,12,42,4.0
Mid-Columbia Children's Council,2,1,102,2.7
MidFirst Bank,5,8,35,3.4
Milliman,5,9,17,4.0
Milwaukee Electric Tool Corporation,6,13,54,4.5
Mindfinders,2,4,14,3.6
Minnesota Bank & Trust,1,5,36,
Minnesota City Jobs,8,13,102,
Minnesota Department of Transportation,5,1,39,4.1
Miracle-Ear,3,1,42,3.4
Miracorp Inc,2,3,17,4.8
Mission Essential,5,7,3,3.9
Mississippi Baptist Health Systems,5,6,42,3.9
Mizuho OSI,8,13,102,3.7
Mizuho OSI,3,13,51,3.7
Modern Woodmen of America,3,9,48,3.9
Moen,3,6,21,3.7
Monarch Blackhawk Casino,5,7,11,1.8
"Monarch Casino & Resort, Inc.",5,7,11,1.8
"Monogram Health, Inc",8,13,102,
Morgan & Morgan,5,8,1,3.4
Morgan & Morgan,1,1,102,3.0
Morningstar,6,9,38,4.0
Motion Industries,6,10,21,3.9
Mount Sinai,7,9,42,3.5
Mountjoy Chilton Medley (MCM),8,13,102,
Mphasis,7,9,46,3.4
MultiPlan Inc.,8,13,102,
Multiplan,5,13,42,3.7
My Job Tank,2,13,43,3.6
Myers and Stauffer LC,4,7,2,3.7
Myticas Consulting,1,13,43,5.0
N.F. Smith & Associates,3,9,21,4.2
NATIVE HEALTH,2,3,67,2.0
NAVEX Global,5,7,46,3.3
NAVIENT,6,10,37,3.3
NBCUniversal,7,12,64,4.0
NC State Employees' Credit Union,5,8,35,3.7
NCCI Holdings,8,13,102,4.4
NCCI Holdings,4,6,48,4.4
NInfo Systems Inc,1,1,102,5.0
NORC at the University of Chicago,8,13,102,3.0
NORC at the University of Chicago,5,7,15,3.0
NR Consulting LLC,3,13,43,5.0
NT Concepts,2,7,43,3.6
NTT DATA,7,12,43,3.4
"NURTURE LIFE, INC.",2,13,50,3.7
NVision Solutions,2,1,46,4.3
NYSS- Agency,8,13,102,
NYSTEC,3,5,17,3.9
National Association Of State Procurement,1,1,39,4.0
National Capitol Contracting (NCC),2,4,88,3.2
National General Insurance,6,10,48,3.2
National Geospatial-Intelligence Agency,7,13,3,3.9
National Grid USA,7,11,71,3.7
National Indemnity Company,4,7,48,4.1
National Louis University,4,6,32,2.9
National Renewable Energy Lab,5,13,68,3.9
Native American Rehabilitation Association (NARA),2,4,67,3.9
Navient,6,10,37,3.3
Navigant Credit Union,3,9,36,3.9
Nebraska Book,3,7,46,2.9
Nebraska State Government,8,13,102,
Nelnet,6,9,34,3.7
Neo Prism Solutions,2,2,2,3.2
Neogen,5,7,12,2.7
Net Orbit,4,1,102,4.0
NetApp,8,13,102,3.6
NetApp,7,11,44,3.6
NetImpact Strategies,3,6,17,4.1
NetJets,6,10,99,4.3
New American Funding,5,12,34,3.5
New Jersey Institute of Technology,5,7,32,4.3
New Mexico Bank & Trust,2,6,36,5.0
New York City DEPARTMENT OF INVESTIGATION,2,1,40,3.9
New York Times,5,9,60,3.8
New York University,7,11,32,4.3
NewDay USA,4,13,34,3.9
NewGen Strategies & Solutions,1,1,102,5.0
Nexon America Inc,3,12,61,2.6
Next Phase Solutions and Services,2,4,43,3.6
Nexus IT Group,1,2,14,4.5
Nike,7,12,54,4.1
Nivas Technologies,8,1,102,
Noah,1,13,34,3.6
Nokia,7,12,88,4.1
Nolij Consulting,2,2,17,4.1
"Nordex USA, Inc.",8,13,102,
Nordstrom,7,12,84,3.6
North Memorial Healthcare,6,8,42,3.8
NorthTide Group,8,1,2,2.8
Northeast Georgia Health System,6,13,42,3.6
Northeast Rehabilitation Health Network,8,13,102,
Northeast Rehabilitation Hospital,3,1,42,3.0
Northern Illinois Food Bank,2,7,67,4.2
Northern Kentucky University,5,7,32,3.9
Northern Light Health,7,1,102,3.4
Northern Light Health Home Office,8,13,102,
Northland Pioneer College,2,1,32,3.8
Northrop Grumman,7,12,3,3.9
Northview Christian Life Church Inc,8,13,102,
Northwest Community Health Care Center,2,2,42,3.1
Northwestern University,6,10,32,4.2
Novel Engineering,1,2,102,5.0
Novetta,4,7,44,4.6
Novo ProSo,1,1,102,4.1
Nuanza,1,1,102,4.7
Nutrien,7,11,5,3.9
OIC of South Florida,1,1,39,2.1
OMRF,3,5,15,4.3
OTIS,7,12,59,3.7
OUC - The Reliable One,8,13,102,
Oak Ridge National Laboratory,5,13,40,4.2
Oakland Schools,3,7,31,3.5
Oasis Systems LLC,5,7,43,3.8
Occam Solutions,1,3,17,3.1
Oceaneast Associates,8,13,102,
Octane,3,13,34,4.1
Ogilvy,5,8,19,3.6
Old World Industries,3,9,58,3.1
Olive,7,10,42,3.7
Olive,3,13,44,3.9
Omnicom Health Group,5,1,102,3.4
On Top of the World Communities,8,13,102,
One Partner LLC,8,1,102,
One Workplace,4,7,13,3.6
OnePartner,1,1,102,3.7
"Open Systems Technologies, Inc.",2,13,14,3.1
Opendoor,4,10,72,3.8
Openlogix Corporation,2,4,19,4.8
Operations Center,4,1,102,4.5
Optimal,2,5,16,3.1
Optimove,3,13,45,3.7
Optum,4,13,42,3.5
Optum,7,12,42,3.6
OrangeTwist,2,1,27,2.9
Oregon,7,1,102,4.0
Oregon Department of Education,4,13,29,3.0
Oregon Health & Science University,7,10,32,3.9
Oregon Health Authority,4,13,39,3.5
Orion Advisor Solutions,8,13,102,
Orion Advisor Solutions LLC,8,13,102,
Orion Advisor Technology,4,13,17,4.6
Orlando Family Physicians,2,1,102,3.9
OtterBase,2,5,43,4.4
Ottumwa Regional Health Center,4,1,42,2.7
"Oxford Financial Group, Ltd.",2,4,102,
P3,8,1,102,
P3,1,1,102,1.0
PAL Services,1,3,23,2.6
PCS Global Tech,4,13,43,4.1
PHOENIX,2,3,33,4.0
POLARIS Laboratories,2,4,17,2.6
PRC Industries,2,5,19,2.1
PREMISE HEALTH,5,13,42,4.0
PRIMCORP,1,2,17,4.2
PROLIM Global Corporation,3,5,44,3.0
PTP,2,13,43,3.8
PUBG Santa Monica,8,13,102,4.5
PUBG Santa Monica,4,13,61,4.5
PacificSource,5,8,48,3.3
PacificSource Health Plans,5,8,48,3.3
Pactiv,7,10,51,2.4
Pacxa,2,1,102,3.8
"Palm Beach ACO, LLC",2,6,42,3.8
Panjiva,1,2,45,4.2
Pareto Systems,1,2,43,4.3
Park Industries,3,6,51,4.0
"Park Industries, Inc.",8,1,102,
Parks Heating & Cooling,2,4,24,
Partnership HealthPlan of California,4,7,42,3.5
"Pasona N A, Inc.",2,5,14,3.2
PayPal,7,12,45,4.0
PayPal,8,13,102,
Paylocity,5,7,44,4.3
"Paysign, Inc.",2,1,37,5.0
Payzer,2,1,102,5.0
Peak Vista Community Health Centers,4,6,42,2.2
Peloton Interactive,5,13,27,3.9
Penn State Health Milton S. Hershey Medical Center,6,13,42,3.8
Pensa Systems,1,1,15,
Pensa Systems,8,13,102,
Pentair,6,10,51,3.2
PeoplesBank,3,6,36,4.2
PepsiCo,7,12,50,3.8
Perfect Vision,2,6,56,3.6
Perficient,5,8,43,3.7
Perrigo Company,7,11,12,3.4
Peterson Technology Partners,3,5,46,4.3
Pfizer,7,12,12,4.1
"Physician Health Partners, LLC",3,13,42,3.4
Phyton Talent Advisors,1,1,102,3.7
Pilot Chemical Co.,2,6,58,3.5
Pima Heart Physicians,3,1,42,3.6
Pinterest,5,7,45,3.9
PipeCare,8,13,102,
Piper Companies,3,13,14,4.5
Pitney Bowes,7,10,46,3.4
Planned Systems International,4,7,44,4.4
Plante Moran,5,8,2,3.9
Plasma Computing Group,2,2,44,4.1
Platinum Group,1,13,2,
Plymouth Rock Assurance,5,4,48,3.6
Point Pickup,1,1,102,2.5
Polaris7,1,2,102,
Portland Gear,8,13,102,
Positively Partners,1,1,19,1.0
Power & Tel,3,7,21,4.0
Power Fusion Media,1,1,102,
Praxair,7,12,58,3.3
Precision,1,1,102,3.3
Precision Technologies Corp.,3,4,43,4.6
Premier Valley Bank,2,5,36,4.6
Premier Valley Bank,8,13,102,
Premise Health,5,13,42,4.0
Presbyterian Healthcare Services,7,10,42,3.7
Priceline.com,4,13,45,3.4
Pricesenz,8,1,102,5.0
Primesoft Consulting Services Inc.,8,1,102,4.0
Princeton IT Services,1,2,46,4.8
Principal,5,13,100,3.6
Principal Financial Group,7,12,35,3.9
Prisma Health Upstate,7,9,42,3.2
Pro Search,1,4,14,4.5
Procter & Gamble,7,12,102,4.2
"Prodege, LLC",3,13,45,3.7
Professional Employment Group (PEG),3,4,14,4.0
Progressive Insurance,7,12,48,3.8
Progressive Leasing,5,10,37,4.4
Project Consulting Group,2,4,17,4.5
Propel,1,13,45,5.0
Protective Insurance,3,7,48,2.8
Providence Health & Services,7,7,42,3.5
Provident Credit Union,3,6,35,3.9
Public Consulting Group,5,7,17,3.1
Publix,7,12,86,3.9
Purdue Polytechnic High School of Indianapolis Inc,8,13,102,
Purdue University,7,9,32,4.3
Qatos,8,13,102,
Quadpay,2,13,37,4.6
Quantitative Brokers,1,1,102,4.7
Quantum Leap Healthcare,8,13,102,
"QuaverEd, Inc",2,13,30,4.4
Quest Analytics,2,13,46,3.9
Quicken Loans,7,12,34,3.9
R3 Tek,8,13,102,
RDS Services,1,1,95,3.0
REGED INC,3,6,44,4.0
"RELI Group, Inc.",3,4,40,4.2
RELX,7,12,44,3.7
RGP,5,8,17,4.0
RISK STRATEGIES COMPANY,5,13,47,3.9
RMA of NY,2,4,42,3.1
ROSEN Group,1,1,14,3.6
RSM US LLP,7,11,2,3.9
RTI International,5,8,15,4.4
RWJBarnabas Health,7,9,42,3.6
Radar LLC,1,13,44,5.0
"Rainmaker Resources, LLC",1,1,102,
Ramsey Solutions,4,7,62,3.5
Rapid Finance,1,1,102,2.4
Raybeam,2,13,17,4.8
"Raybeam, Inc.",2,13,17,4.8
Raytheon Technologies Corporate,7,12,3,3.7
Recondo Technology,2,5,44,3.5
Recovco Mortgage Management,2,13,35,2.1
Recovery Centers of America,5,5,42,3.3
Recurly,2,13,46,3.5
Red Hat,7,10,46,4.2
Red Hat Software,7,10,46,4.2
RedCloud Consulting,2,13,17,4.6
RedJack,1,13,43,4.3
Regal Medical Group,5,5,20,2.8
Regis University,4,7,32,2.8
Replica,8,1,102,3.0
Resource Data,3,4,44,4.2
Rev Hugh Cooper Admin Center,8,13,102,
"RevSpring, Inc",4,7,42,2.7
Revel,2,5,17,3.7
Rexel,7,12,68,3.5
Rezult Technology,3,13,14,4.9
Rhode Island Public Transit Authority (RIPTA),8,13,102,
Richmond American Homes,5,13,72,4.0
Riskified,4,13,15,4.7
River City Medical Group,2,13,42,3.0
RiverPoint,1,3,2,4.0
RiverPoint,1,13,19,2.8
Roadtec,3,6,55,3.2
Robert Half,7,10,14,3.6
Rock Central,5,1,102,5.0
"Rockingham County, NC",8,13,102,
Rocky Mountain Bank,2,4,36,4.1
Rogers Corporation,5,8,52,2.8
Root Insurance Company,4,7,48,3.9
Roper St. Francis Healthcare,5,13,42,3.4
Rose International,5,7,14,4.5
Rosen,3,7,69,3.7
Ruoff Mortgage Company Inc,4,4,34,4.5
Rutgers University,6,10,32,4.1
S&P Global,7,11,38,3.8
"S3, Inc",3,13,16,4.0
SABRE Analysis,8,13,102,
SAC Health System,4,1,102,
SAIC,7,3,44,3.9
SBM Management,6,7,13,2.8
SHAR MUSIC,2,5,19,3.2
"SK Life Science, Inc.",3,1,12,4.3
SMC,2,6,21,3.1
SNI Technology,3,13,14,3.4
SP+,7,13,90,3.4
SPECTRUM,7,12,89,3.0
SS&C Technologies,7,10,46,3.0
SSM Health,7,10,42,3.5
STG International,5,6,14,4.3
STRIVE HEALTH,2,13,42,5.0
SUEZ Environnement,7,12,71,3.7
SUN Behavioral Health,5,7,42,3.4
Safelite,7,10,25,3.2
Safety National,4,9,48,3.4
SageBeans RPO,1,1,102,
Saint Francis Health System,6,8,42,3.6
Salesforce,7,12,46,4.4
Samaritan Health Services,5,8,42,3.5
Samiti Technology,1,13,17,3.6
Sand Cherry,1,4,17,4.4
Sangre de Cristo Community Care,3,1,102,3.0
Sanmina,7,11,52,3.1
Sapphire Digital,3,13,45,3.4
Sara Software Systems,1,13,43,4.9
Sarah Cannon Network,4,5,42,3.5
"Sawdey Solution Services, Inc",3,5,3,4.3
Scalable Systems,1,1,46,4.4
Scentsy,5,7,54,3.9
"Scentsy, Inc.",5,7,54,3.9
Schraad Sales & Marketing,1,4,19,3.1
Scott County (MN),8,13,102,
"Scott County, MN",8,13,102,
Scratch,2,13,37,4.4
Security Benefit Business Services LLC,8,13,102,
Security Finance Corporation of Spartanburg,5,13,34,3.5
Security Service FCU,8,13,102,
Sedgwick,7,10,47,2.8
Sekisui Diagnostics,4,7,42,3.7
SelectQuote,5,7,48,3.3
Self Regional Healthcare,5,7,42,3.3
Self-Help Services Corp,8,13,102,
Sensata Technologies,7,10,52,3.3
Sequoia Consulting Group,3,13,17,4.0
ServeFed,1,1,102,3.0
Service Credit Union,4,10,36,3.5
Sharpedge Solutions Inc,8,1,62,4.7
SheerID,2,13,45,4.8
Shellpoint Mortgage Servicing,5,6,34,3.7
Shine Systems,2,13,17,4.5
Shipt,5,13,26,3.7
Show Me Leads,8,13,102,
Shutterfly,5,9,45,3.1
Siemens,7,12,52,4.0
Siemens Healthineers,7,12,42,4.0
Sierra Nevada Academy Charter School,8,1,102,
Sierra Nevada Corporation,5,13,3,3.7
Signature Consultants,5,7,14,3.7
Signature Performance,4,4,14,2.7
"Signature Performance, Inc",4,4,14,2.7
SimioCloud,8,13,102,
Simmons Foods,5,9,50,3.1
Simon Property Group,6,11,72,3.1
Simplex Info Systems Inc,1,1,43,4.2
SimpliSafe,4,7,46,3.3
Sleep Solutions & Services,1,1,42,
Social Solutions,3,5,46,3.4
Softcom Systems,1,2,43,4.3
Solutran,2,5,37,3.0
Sonepar USA,7,11,21,4.5
Sony Electronics,7,10,54,4.2
South Shore Health,4,5,42,2.6
South Shore Health System,5,2,42,3.1
South Washington County Schools,5,7,29,3.7
Southcentral Foundation,5,7,20,3.5
Southcoast Health System,6,8,42,3.2
Southeast Toyota Distributors,4,13,82,5.0
SoutheastHEALTH,5,7,42,3.6
Southern Management Corporation,5,13,34,3.3
Southern Scripts LLC,2,1,102,1.0
Southwest Tennessee Community College,4,5,32,3.5
"Spalding Consulting, Inc.",3,5,3,3.9
Spectrum,7,12,89,3.0
Spectrum Health,7,3,42,3.4
Spencer-East Brookfield Regional School District,2,1,29,
Splunk,5,9,44,4.1
Splunk,8,13,102,4.1
Spokeo,2,13,45,3.7
Spreetail,4,8,83,2.7
Sprint by UM Wireless,4,4,89,4.2
Spry Info Solutions,1,1,102,3.6
Spry Methods,2,4,43,3.6
Square,5,9,46,4.0
SquareTrade,3,10,48,3.5
Squarespace,5,13,45,3.4
St. Joseph Health System,7,11,42,3.9
Stack Overflow,3,6,45,3.4
Stahmanns Pecans,1,1,102,2.0
"Stampede Meat, Inc.",5,7,50,3.3
Stamps.com,5,7,46,3.9
Stanley Black & Decker,7,12,51,3.3
Staples,7,12,77,3.2
Startekk Inc,8,1,102,
State Employees Credit Union,5,8,35,3.7
State of Maine,1,1,39,3.1
State of Minnesota,7,1,39,3.8
State of Montana,7,13,39,3.8
State of Nebraska,7,1,39,3.2
State of New Mexico,7,1,39,3.6
State of North Carolina,7,1,39,3.4
State of Oklahoma,7,12,39,3.3
"Stefanini, Inc",7,9,43,3.5
Stellent IT LLC,8,1,102,
StitcherAds,2,3,44,5.0
StockX,5,13,45,3.7
Stockpile,1,13,33,3.5
Strata.ai,8,13,102,
Strategic Administrative and Reimbursement Service,8,13,102,
Strategic Results,1,1,102,5.0
Stratum Networks,1,13,3,2.9
Stringo Media,8,13,102,
Stripe,5,13,45,4.2
Study.com,2,13,30,2.9
Sublime Wireless,1,3,17,3.4
Sun Communities,5,9,72,4.2
Sun Life Financial,7,12,48,4.3
SunSoft Online,1,13,17,4.9
SundaySky,2,5,46,4.2
"Sunpro Solar, DBA",5,6,68,3.7
Sunshine Health,5,13,48,3.0
Swanson Health Products,4,7,56,4.0
Swisslog,5,8,95,3.8
Swisslog Healthcare,4,13,42,3.5
SwitchThink Solutions LLC,2,1,43,1.6
Symetra,5,10,48,3.5
SysMind,2,5,44,4.1
Sysmind LLC,2,5,44,4.1
System One,6,8,14,3.7
Systemian,8,13,102,
T. Rowe Price,6,10,35,3.8
TBWA\Chiat\Day,5,7,19,2.8
TCS,1,13,88,3.9
TD Bank,7,12,36,3.9
TE Connectivity,7,12,52,3.7
TEMBERTON ANALYTICS,8,13,102,
TGS,4,10,69,3.8
TGS Management Company,1,13,35,5.0
THORLABS INC,5,7,51,3.4
"TPW Consultants, LLC",8,13,102,
TRAX International,5,7,3,3.5
TRISTAR Risk Management,5,7,47,3.5
TRUMPF INC,7,10,51,3.7
TTI Floor Care North America Inc.,4,8,54,3.3
TUFTS University,5,1,32,4.5
Tactician Media,8,13,102,
TalentDash,1,13,44,
Tata Consultancy Services (North America),7,12,43,3.7
Teachable,2,4,45,4.0
Team Detroit,5,13,19,4.2
Team Rehabilitation,5,6,42,4.4
Tech Group International,8,1,102,4.0
Tech One IT,2,1,102,
TechNet Inc.,1,2,14,5.0
Technology Group International,1,2,46,1.0
Technology Partners,3,5,43,4.4
"Technomics, Inc",2,4,3,4.1
Technosoft Corporation,5,7,43,4.2
Tecknuovo Ltd,1,13,17,4.4
Tecolote Research,4,6,3,3.9
Tekla Research,1,1,3,4.0
"Telligen Tech, Inc",2,1,102,2.5
Telnet INC,2,4,17,3.0
Telophase,2,4,43,4.8
TempWorks Software,2,4,14,2.9
"Tempesta Media, LLC",8,13,102,3.6
"Tempesta Media, LLC",1,13,19,3.6
Tenna,1,1,102,4.2
Tesla,7,10,59,3.6
Tetra Tech,7,10,16,3.7
Textron,7,12,3,3.3
Textron Aviation,7,10,3,3.7
The CARIAN Group,1,13,17,4.2
The Christ Hospital Health Network,5,8,42,3.6
The Dean A. McGee Eye Ins,8,13,102,
The Economist,5,13,62,3.8
"The Edge Fitness Clubs, LLC",5,13,8,3.4
The Education Trust,1,4,67,3.3
The Family Institute,4,6,67,3.0
The Goal Inc.,2,5,43,3.4
The HSC Health Care System,4,13,42,3.1
The Hanover Insurance Group,6,11,48,3.9
The Helper Bees,2,13,48,4.0
The Home Depot,7,12,102,3.7
"The Jane Pauley Community Health Center, Inc",3,4,42,3.1
The Kansas Department of Administration,4,1,102,4.1
The Littleton Group,2,13,47,3.3
The Money Store,3,4,34,3.5
The Paragon Group,8,13,102,3.0
